"","year","semi_final","semi_draw_position","final_draw_position","country","artist_name","song_name","language","style","gender","main_singers","final_televote_points","final_jury_points","final_televote_votes","final_jury_votes","final_place"
"478",2011,"2","18","3","Denmark","A Friend in London","New Tomorrow","English","Rock","Male",1,61,168,NA,NA,5
"479",2011,"2","19","6","Ireland","Jedward","Lipstick","English","Pop","Male",2,101,119,NA,NA,8
"480",2011,"-","-","11","France","Amaury Vassili","Sognu","Corsican","Ballad","Male",1,76,90,NA,NA,15
"481",2011,"-","-","12","Italy","Raphael Gualazzi","Madness of Love","Italian, English","Ballad","Male",1,99,251,NA,NA,2
"482",2011,"-","-","14","United Kingdom","Blue","I Can","English","Pop","Male",4,166,57,NA,NA,11
"483",2011,"-","-","16","Germany","Lena","Taken by a Stranger","English","Pop","Female",1,113,104,NA,NA,10
"484",2011,"-","-","22","Spain","Lucia Perez","Que me quiten lo bailao","Spanish","Pop","Female",1,73,38,NA,NA,23
"485",2010,"1","1","4","Moldova","SunStroke Project and Olia Tira","Run Away","English","Pop","Mix",2,28,33,NA,NA,22
"486",2010,"1","2","20","Russia","Peter Nalitch and Friends","Lost and Forgotten","English","Ballad","Male",1,107,63,NA,NA,11
"487",2010,"1","3","-","Estonia","Malcolm Lincoln","Siren","English","Pop","Male",1,NA,NA,NA,NA,NA
"488",2010,"1","4","-","Slovakia","Kristina","Horehronie","Slovak","Traditional","Female",1,NA,NA,NA,NA,NA
"489",2010,"1","5","-","Finland","Kuunkuiskaajat","Tyolki ellaa","Finnish","Traditional","Female",2,NA,NA,NA,NA,NA
"490",2010,"1","6","-","Latvia","Aisha","What For?","English","Ballad","Female",1,NA,NA,NA,NA,NA
"491",2010,"1","7","8","Serbia","Milan Stankovic","Ovo je Balkan","Serbian","Pop","Male",1,110,37,NA,NA,13
"492",2010,"1","8","6","Bosnia and Herzegovina","Vukasin Brajic","Thunder and Lightning","English","Rock","Male",1,NA,NA,NA,NA,17
"493",2010,"1","9","-","Poland","Marcin Mrozinski","Legenda","English, Polish","Ballad","Male",1,NA,NA,NA,NA,NA
"494",2010,"1","10","7","Belgium","Tom Dice","Me and My Guitar","English","Pop","Male",1,76,185,NA,NA,6
"495",2010,"1","11","-","Malta","Thea Garrett","My Dream","English","Ballad","Female",1,NA,NA,NA,NA,NA
"496",2010,"1","12","15","Albania","Juliana Pasha","It's All About You","English","Pop","Female",1,35,97,NA,NA,16
"497",2010,"1","13","11","Greece","Giorgos Alkaios and Friends","OPA","Greek1","Pop","Male",1,152,110,NA,NA,8
"498",2010,"1","14","23","Portugal","Filipa Azevedo","Ha dias assim","Portuguese","Ballad","Female",1,24,69,NA,NA,18
"499",2010,"1","15","-","North Macedonia","Gjoko Taneski","Jas ja imam silata","Macedonian","Pop","Male",1,NA,NA,NA,NA,NA
"500",2010,"1","16","9","Belarus","3+2 feat Robert Wells","Butterflies","English","Ballad","Mix",5,18,22,NA,NA,24
"501",2010,"1","17","16","Iceland","Hera Bjork","Je ne sais quoi","English","Dance","Female",1,40,57,NA,NA,19
"502",2010,"2","1","-","Lithuania","InCulto","Eastern European Funk","English","Dance","Male",5,NA,NA,NA,NA,NA
"503",2010,"2","2","21","Armenia","Eva Rivas","Apricot Stone","English","Pop","Female",1,166,116,NA,NA,7
"504",2010,"2","3","24","Israel","Harel Skaat","Milim","Hebrew","Ballad","Male",1,27,134,NA,NA,14
"505",2010,"2","4","25","Denmark","Chanee and N'evergreen","In a Moment Like This","English","Pop","Mix",2,174,121,NA,NA,4
"506",2010,"2","5","-","Switzerland","Michael von der Heide","Il pleut de l'or","French","Pop","Male",1,NA,NA,NA,NA,NA
"507",2010,"2","6","-","Sweden","Anna Bergendahl","This Is My Life","English","Pop","Female",1,NA,NA,NA,NA,NA
"508",2010,"2","7","1","Azerbaijan","Safura","Drip Drop","English","Ballad","Female",1,161,116,NA,NA,5
"509",2010,"2","8","17","Ukraine","Alyosha","Sweet People","English","Ballad","Female",1,94,129,NA,NA,10
"510",2010,"2","9","-","Netherlands","Sieneke","Ik ben verliefd","Dutch","Pop","Female",1,NA,NA,NA,NA,NA
"511",2010,"2","10","19","Romania","Paula Seling and Ovi","Playing with Fire","English","Pop","Mix",2,155,167,NA,NA,3
"512",2010,"2","11","-","Slovenia","Ansambel zlindra and Kalamari","Narodnozabavni rock","Slovene","Rock","Mix",2,NA,NA,NA,NA,NA
"513",2010,"2","12","10","Ireland","Niamh Kavanagh","It's for You","English","Ballad","Female",1,15,62,NA,NA,23
"514",2010,"2","13","-","Bulgaria","Miro","Angel si ti","Bulgarian, English","Pop","Male",1,NA,NA,NA,NA,NA
"515",2010,"2","14","5","Cyprus","Jon Lilygreen and The Islanders","Life Looks Better in Spring","English","Pop","Male",1,16,57,NA,NA,21
"516",2010,"2","15","-","Croatia","Feminnem","Lako je sve","Croatian","Ballad","Female",3,NA,NA,NA,NA,NA
"517",2010,"2","16","13","Georgia","Sofia Nizharadze","Shine","English","Ballad","Female",1,127,160,NA,NA,9
"518",2010,"2","17","14","Turkey","maNga","We Could Be the Same","English","Rock","Male",1,177,119,NA,NA,2
"519",2010,"-","-","2","Spain","Daniel Diges","Algo pequenito","Spanish","Pop","Male",1,106,43,NA,NA,15
"520",2010,"-","-","3","Norway","Didrik Solli-Tangen","My Heart Is Yours","English","Ballad","Male",1,18,61,NA,NA,20
"521",2010,"-","-","12","United Kingdom","Josh Dubovie","That Sounds Good to Me","English","Pop","Male",1,NA,NA,NA,NA,25
"522",2010,"-","-","18","France","Jessy Matador","Allez Ola Ole","French","Dance","Male",1,151,34,NA,NA,12
"523",2010,"-","-","22","Germany","Lena","Satellite","English","Pop","Female",1,243,187,NA,NA,1
"524",2009,"1","1","-","Montenegro","Andrea Demirovic","Just Get Out of My Life","English","Pop","Female",1,NA,NA,NA,NA,NA
"525",2009,"1","2","-","Czech Republic","Gipsy.cz","Aven Romale","English, Romani","Traditional","Male",1,NA,NA,NA,NA,NA
"526",2009,"1","3","-","Belgium","Copycat","Copycat","English","Pop","Male",1,NA,NA,NA,NA,NA
"527",2009,"1","4","-","Belarus","Petr Elfimov","Eyes That Never Lie","English","Rock","Male",1,NA,NA,NA,NA,NA
"528",2009,"1","5","4","Sweden","Malena Ernman","La voix","French, English","Traditional","Female",1,59,27,NA,NA,21
"529",2009,"1","6","9","Armenia","Inga and Anush","Jan Jan","English, Armenian","Traditional","Female",2,111,71,NA,NA,10
"530",2009,"1","7","-","Andorra","Susanne Georgi","La teva decisio (Get a Life)","Catalan, English","Pop","Female",1,NA,NA,NA,NA,NA
"531",2009,"1","8","-","Switzerland","Lovebugs","The Highest Heights","English","Rock","Male",1,NA,NA,NA,NA,NA
"532",2009,"1","9","18","Turkey","Hadise","Dum Tek Tek","English","Dance","Female",1,203,114,NA,NA,4
"533",2009,"1","10","2","Israel","Noa and Mira Awad","There Must Be Another Way","English, Hebrew, Arabic","Pop","Female",2,15,107,NA,NA,16
"534",2009,"1","11","-","Bulgaria","Krassimir Avramov","Illusion","English","Dance","Mix",4,NA,NA,NA,NA,NA
"535",2009,"1","12","7","Iceland","Yohanna","Is It True?","English","Ballad","Female",1,173,260,NA,NA,2
"536",2009,"1","13","-","North Macedonia","Next Time","Nesto sto kje ostane","Macedonian","Rock","Male",1,NA,NA,NA,NA,NA
"537",2009,"1","14","22","Romania","Elena","The Balkan Girls","English","Dance","Female",1,64,31,NA,NA,19
"538",2009,"1","15","24","Finland","Waldo's People","Lose Control","English","Pop","Male",1,30,12,NA,NA,25
"539",2009,"1","16","6","Portugal","Flor-de-Lis","Todas as ruas do amor","Portuguese","Traditional","Female",1,45,64,NA,NA,15
"540",2009,"1","17","14","Malta","Chiara","What If We","English","Ballad","Female",1,18,87,NA,NA,22
"541",2009,"1","18","12","Bosnia and Herzegovina","Regina","Bistra voda","Bosnian","Ballad","Male",1,124,90,NA,NA,9
"542",2009,"2","1","5","Croatia","Igor Cukrov feat. Andrea","Lijepa Tena","Croatian","Ballad","Mix",2,55,58,NA,NA,18
"543",2009,"2","2","-","Ireland","Sinead Mulvey and Black Daisy","Et Cetera","English","Rock","Female",1,NA,NA,NA,NA,NA
"544",2009,"2","3","-","Latvia","Intars Busulis","Probka","Russian","Pop","Mix",3,NA,NA,NA,NA,NA
"545",2009,"2","4","-","Serbia","Marko Kon and Milaan","Cipela","Serbian","Traditional","Male",1,NA,NA,NA,NA,NA
"546",2009,"2","5","-","Poland","Lidia Kopania","I Don't Wanna Leave","English","Ballad","Female",1,NA,NA,NA,NA,NA
"547",2009,"2","6","20","Norway","Alexander Rybak","Fairytale","English","Traditional","Male",1,378,312,NA,NA,1
"548",2009,"2","7","-","Cyprus","Christina Metaxa","Firefly","English","Ballad","Female",1,NA,NA,NA,NA,NA
"549",2009,"2","8","-","Slovakia","Kamil Mikulcik and Nela Pociskova","Le? tmou","Slovak","Ballad","Mix",2,NA,NA,NA,NA,NA
"550",2009,"2","9","16","Denmark","Niels Brinck","Believe Again","English","Rock","Male",1,40,120,NA,NA,13
"551",2009,"2","10","-","Slovenia","Quartissimo feat. Martina","Love Symphony","English, Slovene","Pop","Female",1,NA,NA,NA,NA,NA
"552",2009,"2","11","-","Hungary","Zoli adok","Dance with Me","English","Pop","Male",1,NA,NA,NA,NA,NA
"553",2009,"2","12","11","Azerbaijan","AySel and Arash","Always","English","Pop","Mix",2,253,112,NA,NA,3
"554",2009,"2","13","8","Greece","Sakis Rouvas","This Is Our Night","English","Dance","Male",1,151,93,NA,NA,7
"555",2009,"2","14","1","Lithuania","Sasha Son","Love","English, Russian","Ballad","Male",1,38,31,NA,NA,23
"556",2009,"2","15","13","Moldova","Nelly Ciobanu","Hora din Moldova","Romanian, English","Traditional","Female",1,66,93,NA,NA,14
"557",2009,"2","16","19","Albania","Kejsi Tola","Carry Me in Your Dreams","English","Dance","Female",1,81,26,NA,NA,17
"558",2009,"2","17","21","Ukraine","Svetlana Loboda","Be My Valentine! (Anti-Crisis Girl)","English","Pop","Female",1,70,68,NA,NA,12
"559",2009,"2","18","15","Estonia","Urban Symphony","Randajad","Estonian","Ballad","Female",1,129,124,NA,NA,6
"560",2009,"2","19","-","Netherlands","The Toppers","Shine","English","Pop","Male",3,NA,NA,NA,NA,NA
"561",2009,"-","-","3","France","Patricia Kaas","Et s'il fallait le faire","French","Ballad","Female",1,54,164,NA,NA,8
"562",2009,"-","-","10","Russia","Anastasiya Prikhodko","Mamo","Russian, Ukrainian","Ballad","Female",1,118,67,NA,NA,11
"563",2009,"-","-","17","Germany","Alex Swings Oscar Sings!","Miss Kiss Kiss Bang","English","Pop","Male",1,18,73,NA,NA,20
"564",2009,"-","-","23","United Kingdom","Jade Ewen","It's My Time","English","Ballad","Female",1,105,223,NA,NA,5
"565",2009,"-","-","25","Spain","Soraya Arnelas","La noche es para mi","Spanish, English","Dance","Female",1,38,9,NA,NA,24
